Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
KHAIRAGARH,INC,0,20000000.0,13 Lac+,CHHATTISGARH,10th Pass
KANCHANPUR (ST),Tipra Motha Party,1,2600000.0,0,TRIPURA,Post Graduate
KANCHEEPURAM,DMK,5,70000000.0,24 Lac+,TAMIL NADU,Graduate Professional
GURUVAYOOR,CPI(M),1,0.0,5 Lac+,KERALA,Graduate
PANYAM,YSRCP,0,390000000.0,3 Crore+,ANDHRA PRADESH,Graduate
TARANAGAR,INC,0,60000000.0,2 Crore+,RAJASTHAN,Graduate Professional
DARBHANGA RURAL,RJD,1,170000000.0,2 Crore+,BIHAR,Post Graduate
SUNDERNAGAR,BJP,0,30000000.0,44 Lac+,HIMACHAL PRADESH,Graduate
DIMAPUR-III (ST),NDPP,0,50000000.0,41 Lac+,NAGALAND,Post Graduate
CHIPLUN,NCP,1,80000000.0,1 Crore+,MAHARASHTRA,Post Graduate
KITHORE,SP,2,40000000.0,0,UTTAR PRADESH,Post Graduate
MONGOYA,NDPP,0,20000000.0,0,NAGALAND,Graduate
GARHMUKTESHWAR,BJP,1,70000000.0,21 Lac+,UTTAR PRADESH,Post Graduate
YELAMANCHILI,YSRCP,1,380000000.0,12 Crore+,ANDHRA PRADESH,Graduate
PATSOI,BJP,1,2300000.0,32 Lac+,MANIPUR,Graduate
SRI RENUKAJI (SC),INC,0,80000000.0,1 Crore+,HIMACHAL PRADESH,10th Pass
KRISHNANAGAR UTTAR,BJP,19,7900000.0,0,WEST BENGAL,Post Graduate
RAMANATHAPURAM,DMK,5,0.0,14 Lac+,TAMIL NADU,12th Pass
BIJEPUR,BJD,0,630000000.0,15 Lac+,ODISHA,Graduate
BELHAR,JD(U),0,70000000.0,1 Crore+,BIHAR,12th Pass
RAJSAMAND,BJP,0,90000000.0,2 Crore+,RAJASTHAN,Others
KULTI,BJP,2,0.0,6 Lac+,WEST BENGAL,Graduate Professional
CHANDWAD,BJP,0,220000000.0,1 Crore+,MAHARASHTRA,Post Graduate
KARAD NORTH,NCP,0,180000000.0,52 Lac+,MAHARASHTRA,12th Pass
SIVAGANGA,AIADMK,1,70000000.0,2 Crore+,TAMIL NADU,Graduate Professional
CHANDIPUR,AITC,0,40000000.0,1 Crore+,WEST BENGAL,Graduate
RAMPUR,SP,87,0.0,0,UTTAR PRADESH,Graduate Professional
VARANASI NORTH,BJP,3,260000000.0,70 Lac+,UTTAR PRADESH,Post Graduate
BIDHANNAGAR,AITC,0,60000000.0,1 Crore+,WEST BENGAL,10th Pass
NAWAN,BJP,0,50000000.0,27 Lac+,RAJASTHAN,Graduate
TAPAN (ST),BJP,0,5700000.0,27 Lac+,WEST BENGAL,Graduate Professional
SAMSERGANJ,AITC,3,10000000.0,2 Lac+,WEST BENGAL,Graduate
BERASIA (SC),BJP,0,80000000.0,1 Crore+,MADHYA PRADESH,Graduate Professional
SAVLI,BJP,0,30000000.0,30 Lac+,GUJARAT,12th Pass
GUHAGAR,SHS,0,170000000.0,5 Crore+,MAHARASHTRA,10th Pass
TORPA (ST),BJP,0,8300000.0,7 Lac+,JHARKHAND,Post Graduate
TRIVENIGANJ (SC),JD(U),0,30000000.0,0,BIHAR,12th Pass
VANDRE EAST,INC,0,80000000.0,76 Lac+,MAHARASHTRA,Graduate
BARSHI,IND,6,270000000.0,16 Crore+,MAHARASHTRA,12th Pass
BARHARIA,RJD,0,40000000.0,1 Crore+,BIHAR,10th Pass
GAURIBIDANUR,IND,0,12670000000.0,5 Crore+,KARNATAKA,Graduate
RAJAULI (SC),RJD,2,50000000.0,14 Lac+,BIHAR,12th Pass
KATHUMAR (SC),BJP,0,20000000.0,30 Lac+,RAJASTHAN,Graduate
LOHARDAGA (ST),INC,0,280000000.0,18 Lac+,JHARKHAND,Doctorate
JAMNER,BJP,0,250000000.0,44 Lac+,MAHARASHTRA,12th Pass
BAISNABNAGAR,AITC,0,10000000.0,22 Lac+,WEST BENGAL,Graduate
BINA (SC),INC,1,20000000.0,35 Lac+,MADHYA PRADESH,Post Graduate
GANDHWANI (ST),INC,2,0.0,10 Lac+,MADHYA PRADESH,Graduate
MEHGAON,BJP,0,10000000.0,0,MADHYA PRADESH,Graduate
GHANSHALI (SC),BJP,0,3100000.0,2 Lac+,UTTARAKHAND,12th Pass
BAPUNAGAR,BJP,0,60000000.0,1 Crore+,GUJARAT,12th Pass
MEHKAR (SC),SHS,0,10000000.0,44 Lac+,MAHARASHTRA,10th Pass
KUNDARA,INC,6,5300000.0,4 Lac+,KERALA,Graduate
JAMNAGAR SOUTH,BJP,0,0.0,1 Crore+,GUJARAT,12th Pass
RANIKHET,BJP,0,50000000.0,25 Lac+,UTTARAKHAND,Doctorate
MUMMIDIVARAM,YSRCP,0,60000000.0,74 Lac+,ANDHRA PRADESH,12th Pass
ASHOK NAGAR (SC),INC,3,40000000.0,1 Crore+,MADHYA PRADESH,Graduate Professional
PETLAWAD (ST),BJP,0,20000000.0,0,MADHYA PRADESH,Graduate
GHORAWAL,BJP,1,70000000.0,2 Crore+,UTTAR PRADESH,Doctorate
JAMSHEDPUR WEST,INC,4,40000000.0,41 Lac+,JHARKHAND,10th Pass
BHARATPUR,AITC,10,30000000.0,34 Lac+,WEST BENGAL,12th Pass
KALYANI (SC),BJP,1,8700000.0,0,WEST BENGAL,Graduate Professional
RATLAM RURAL (ST),BJP,0,0.0,28 Lac+,MADHYA PRADESH,5th Pass
BAH,BJP,0,580000000.0,29 Lac+,UTTAR PRADESH,Graduate
MEKLIGANJ (SC),AITC,0,20000000.0,38 Lac+,WEST BENGAL,12th Pass
BAIHAR (ST),INC,0,10000000.0,38 Lac+,MADHYA PRADESH,Post Graduate
JABALPUR PURBA (SC),INC,2,240000000.0,4 Crore+,MADHYA PRADESH,Graduate Professional
RADHAPURAM,DMK,7,20000000.0,47 Lac+,TAMIL NADU,12th Pass
CHAKDAHA,BJP,1,10000000.0,50 Thou+,WEST BENGAL,12th Pass
SHOLAVANDAN (SC),DMK,0,10000000.0,85 Lac+,TAMIL NADU,Graduate
SUGAULI,RJD,7,100000000.0,85 Lac+,BIHAR,12th Pass
KAPILVASTU (SC),BJP,3,2100000.0,1 Lac+,UTTAR PRADESH,Graduate
JALALABAD,AAP,1,30000000.0,32 Lac+,PUNJAB,Graduate Professional
CORTALIM,IND,0,40000000.0,1 Crore+,GOA,10th Pass
GANDEVI (ST),BJP,0,30000000.0,37 Lac+,GUJARAT,10th Pass
PARBATTA,JD(U),7,190000000.0,1 Crore+,BIHAR,Doctorate
KARSOG (SC),BJP,0,10000000.0,15 Lac+,HIMACHAL PRADESH,Graduate Professional
PINGLA,AITC,1,0.0,0,WEST BENGAL,12th Pass
RAJAKHERA,INC,1,240000000.0,4 Crore+,RAJASTHAN,Post Graduate
DHAMTARI,INC,0,10000000.0,0,CHHATTISGARH,12th Pass
ARRAH,BJP,0,20000000.0,0,BIHAR,Graduate
FATEHABAD,BJP,0,60000000.0,11 Lac+,UTTAR PRADESH,8th Pass
PICHHORE,BJP,9,9300000.0,0,MADHYA PRADESH,10th Pass
SELSELLA (ST),NPP,0,3500000.0,6 Lac+,MEGHALAYA,Graduate
SAHASWAN,SP,1,0.0,12 Lac+,UTTAR PRADESH,12th Pass
PITHAPURAM,YSRCP,2,10000000.0,0,ANDHRA PRADESH,10th Pass
PATIALA RURAL,AAP,2,80000000.0,0,PUNJAB,Post Graduate
PURULIA,BJP,3,4500000.0,0,WEST BENGAL,8th Pass
SIKANDRABAD,BJP,2,0.0,55 Lac+,UTTAR PRADESH,Post Graduate
AMBIKAPUR,BJP,0,100000000.0,2 Crore+,CHHATTISGARH,10th Pass
KANDIVALI EAST,BJP,0,0.0,37 Lac+,MAHARASHTRA,Graduate
BIJAPUR CITY,BJP,4,260000000.0,20 Crore+,KARNATAKA,Graduate
SARKAGHAT,BJP,0,6600000.0,0,HIMACHAL PRADESH,10th Pass
KUTLEHAR,INC,0,0.0,4 Crore+,HIMACHAL PRADESH,12th Pass
PASIGHAT EAST,BJP,0,20000000.0,0,ARUNACHAL PRADESH,12th Pass
GHOSI,SP,3,40000000.0,3 Lac+,UTTAR PRADESH,12th Pass
LAXMI NAGAR,BJP,3,10000000.0,22 Lac+,DELHI,Graduate Professional
PURANPUR (SC),BJP,1,10000000.0,0,UTTAR PRADESH,Graduate Professional
MADHA,NCP,1,140000000.0,53 Lac+,MAHARASHTRA,10th Pass
NAGPUR NORTH (SC),INC,4,210000000.0,4 Crore+,MAHARASHTRA,Doctorate
THIRU-VI-KA-NAGAR (SC),DMK,15,20000000.0,43 Lac+,TAMIL NADU,Post Graduate
GANGOTRI,BJP,0,1100000.0,0,UTTARAKHAND,12th Pass
TALCHER,BJD,29,2000000.0,0,ODISHA,12th Pass
GARIADHAR,AAP,0,1900000.0,0,GUJARAT,8th Pass
DEVGADHBARIA,BJP,0,0.0,0,GUJARAT,10th Pass
PALAMANER,YSRCP,0,200000000.0,5 Crore+,ANDHRA PRADESH,8th Pass
KHEJURI (SC),BJP,0,1000000.0,61 Thou+,WEST BENGAL,Post Graduate
BISFI,BJP,1,10000000.0,6 Lac+,BIHAR,Graduate
KARVIR,INC,2,50000000.0,1 Lac+,MAHARASHTRA,8th Pass
SULTANGANJ,JD(U),0,10000000.0,0,BIHAR,Doctorate
BUDHLADA (SC),AAP,1,10000000.0,0,PUNJAB,Post Graduate
MANALUR,CPI(M),0,3600000.0,7 Lac+,KERALA,Graduate
CHANDAUSI (SC),BJP,0,20000000.0,4 Lac+,UTTAR PRADESH,Post Graduate
JANGPETKONG (ST),NDPP,0,10000000.0,27 Lac+,NAGALAND,Post Graduate
ZAMANIA,SP,6,50000000.0,0,UTTAR PRADESH,Post Graduate
KILLIYOOR,INC,52,20000000.0,24 Lac+,TAMIL NADU,Post Graduate
GWALIOR SOUTH,BJP,0,10000000.0,6 Lac+,MADHYA PRADESH,12th Pass
ARIYALUR,DMK,4,10000000.0,29 Lac+,TAMIL NADU,Graduate Professional
SATNA,INC,0,10000000.0,24 Lac+,MADHYA PRADESH,Graduate
DINHATA,BJP,13,6000000.0,0,WEST BENGAL,10th Pass
JAWAD,BJP,1,70000000.0,44 Lac+,MADHYA PRADESH,Graduate
JAGADHARI,BJP,0,40000000.0,40 Lac+,HARYANA,12th Pass
QADIAN,INC,0,360000000.0,1 Crore+,PUNJAB,Graduate
INDUS (SC),BJP,0,0.0,0,WEST BENGAL,Post Graduate
PINDRA,BJP,0,70000000.0,33 Lac+,UTTAR PRADESH,Doctorate
MUZAFFAR NAGAR,BJP,7,0.0,74 Lac+,UTTAR PRADESH,Graduate
SHIRAHATTI (SC),BJP,1,0.0,4 Crore+,KARNATAKA,Post Graduate
BAGRU (SC),BJP,2,10000000.0,88 Lac+,RAJASTHAN,Doctorate
BHONGAON,BJP,3,90000000.0,8 Lac+,UTTAR PRADESH,Graduate Professional
ADAMPUR,INC,0,1050000000.0,10 Crore+,HARYANA,Graduate
SADAR BAZAR,AAP,1,1100000.0,0,DELHI,Graduate
SOUTH TURA (ST),NPP,0,140000000.0,24 Lac+,MEGHALAYA,Post Graduate
BELTARA,BJP,1,40000000.0,1 Crore+,CHHATTISGARH,12th Pass
KUNIGAL,INC,8,380000000.0,11 Crore+,KARNATAKA,Post Graduate
PUROLA (SC),BJP,1,600000.0,0,UTTARAKHAND,12th Pass
CHHABRA,BJP,0,100000000.0,22 Lac+,RAJASTHAN,8th Pass
SURYAMANINAGAR,BJP,0,10000000.0,20 Lac+,TRIPURA,8th Pass
ALIGANJ,BJP,1,70000000.0,0,UTTAR PRADESH,10th Pass
VIKHROLI,SHS,3,50000000.0,1 Crore+,MAHARASHTRA,12th Pass
RONGARA SIJU (ST),NPP,0,10000000.0,8 Lac+,MEGHALAYA,Post Graduate
BIDAR SOUTH,BJP,1,40000000.0,2 Crore+,KARNATAKA,Graduate Professional
NEEM KA THANA,INC,1,140000000.0,0,RAJASTHAN,Graduate Professional
GOKALPUR,AAP,4,90000000.0,3 Crore+,DELHI,10th Pass
CHARTHAWAL,SP,1,60000000.0,41 Lac+,UTTAR PRADESH,Graduate Professional
BULANDSHAHR,BJP,1,40000000.0,0,UTTAR PRADESH,12th Pass
NANDIKOTKUR,YSRCP,0,10000000.0,77 Lac+,ANDHRA PRADESH,Graduate
KALASAPAKKAM,DMK,1,40000000.0,47 Lac+,TAMIL NADU,Post Graduate
RAIPUR CITY SOUTH,BJP,0,170000000.0,98 Lac+,CHHATTISGARH,Post Graduate
SHEVGAON,BJP,0,90000000.0,1 Crore+,MAHARASHTRA,Graduate
NARNAUL,BJP,0,10000000.0,62 Lac+,HARYANA,Graduate
SALEM NORTH,DMK,16,20000000.0,8 Lac+,TAMIL NADU,Graduate Professional
DINDIGUL,AIADMK,0,0.0,0,TAMIL NADU,Post Graduate
VASCO-DA-GAMA,BJP,1,50000000.0,7 Lac+,GOA,Graduate
KAKINADA RURAL,YSRCP,3,8500000.0,16 Lac+,ANDHRA PRADESH,Post Graduate
MAGADI,INC,2,350000000.0,12 Crore+,KARNATAKA,Graduate Professional
BAREILLY,BJP,0,140000000.0,0,UTTAR PRADESH,Graduate Professional
SHAHAPUR,INC,0,150000000.0,91 Lac+,KARNATAKA,Graduate Professional
MANGROL,BJP,0,10000000.0,0,GUJARAT,10th Pass
GOVINDARAJANAGAR,INC,1,11560000000.0,881 Crore+,KARNATAKA,Post Graduate
GUNTUR WEST,TDP,0,490000000.0,13 Crore+,ANDHRA PRADESH,Graduate
RUMGONG,JD(U),0,90000000.0,0,ARUNACHAL PRADESH,Graduate Professional
CHANPATIA,BJP,0,150000000.0,8 Crore+,BIHAR,10th Pass
AMNOUR,BJP,9,70000000.0,4 Crore+,BIHAR,10th Pass
SAINTHIA (SC),AITC,0,10000000.0,4 Lac+,WEST BENGAL,Graduate
TEZU,IND,5,180000000.0,74 Thou+,ARUNACHAL PRADESH,10th Pass
FALTA,AITC,0,10000000.0,0,WEST BENGAL,8th Pass
PANDHURNA (ST),INC,1,10000000.0,2 Lac+,MADHYA PRADESH,Graduate
HINDOLI,INC,3,280000000.0,24 Crore+,RAJASTHAN,Post Graduate
GONDIA,IND,2,0.0,36 Lac+,MAHARASHTRA,12th Pass
DARYAPUR (SC),INC,1,10000000.0,4 Lac+,MAHARASHTRA,12th Pass
ZIRA,AAP,2,30000000.0,13 Lac+,PUNJAB,10th Pass
SARUPATHAR,BJP,0,100000000.0,5 Crore+,ASSAM,Post Graduate
MOHOL (SC),NCP,0,120000000.0,10 Crore+,MAHARASHTRA,Graduate
YAMUNANAGAR,BJP,0,0.0,69 Lac+,HARYANA,Graduate Professional
SEHORE,BJP,0,740000000.0,2 Crore+,MADHYA PRADESH,Graduate Professional
THEOG,INC,8,40000000.0,0,HIMACHAL PRADESH,Post Graduate
MAYILADUTHURAI,INC,1,80000000.0,26 Lac+,TAMIL NADU,Post Graduate
AMBALA CANTT,BJP,0,10000000.0,13 Lac+,HARYANA,Graduate
CUMBUM,DMK,7,70000000.0,1 Lac+,TAMIL NADU,Post Graduate
MAJURA,BJP,1,170000000.0,8 Crore+,GUJARAT,8th Pass
JASWAN-PRAGPUR,BJP,0,20000000.0,54 Lac+,HIMACHAL PRADESH,Graduate Professional
MADHAVARAM,DMK,22,370000000.0,6 Crore+,TAMIL NADU,Post Graduate
BASTI SADAR,SP,13,0.0,0,UTTAR PRADESH,Post Graduate
BALHA (SC),BJP,0,20000000.0,12 Lac+,UTTAR PRADESH,Post Graduate
GOVINDNAGAR,BJP,2,100000000.0,72 Lac+,UTTAR PRADESH,Graduate Professional
BASIRHAT DAKSHIN,AITC,0,60000000.0,10 Lac+,WEST BENGAL,Post Graduate
GOHAD (SC),INC,1,10000000.0,0,MADHYA PRADESH,10th Pass
KATRA BAZAR,BJP,1,50000000.0,84 Lac+,UTTAR PRADESH,Graduate
PRANPUR,BJP,0,20000000.0,27 Lac+,BIHAR,Graduate
TIGAON,BJP,0,100000000.0,2 Crore+,HARYANA,12th Pass
BASTAR (ST),INC,0,0.0,87 Lac+,CHHATTISGARH,Graduate
THIRUMANGALAM,AIADMK,0,10000000.0,0,TAMIL NADU,Post Graduate
MEHRONI (SC),BJP,3,150000000.0,0,UTTAR PRADESH,12th Pass
NOKLAK (ST),NCP,0,40000000.0,0,NAGALAND,Graduate
KOTHAMANGALAM,CPI(M),0,10000000.0,28 Lac+,KERALA,Graduate
RANGIYA,BJP,0,10000000.0,34 Lac+,ASSAM,Graduate Professional
DWARAHAT,INC,0,10000000.0,1 Lac+,UTTARAKHAND,Graduate Professional
BASAVANAGUDI,BJP,1,100000000.0,5 Crore+,KARNATAKA,Post Graduate
LAKHNADON (ST),INC,0,20000000.0,60 Thou+,MADHYA PRADESH,Post Graduate
SHERGHATI,RJD,4,40000000.0,0,BIHAR,Graduate Professional
LINGSUGUR (SC),BJP,0,300000000.0,0,KARNATAKA,5th Pass
BARABANI,AITC,1,40000000.0,1 Crore+,WEST BENGAL,12th Pass
DONDI LOHARA (ST),INC,0,70000000.0,96 Lac+,CHHATTISGARH,Post Graduate
MURBAD,BJP,1,100000000.0,13 Lac+,MAHARASHTRA,10th Pass
TARABGANJ,BJP,1,10000000.0,12 Lac+,UTTAR PRADESH,12th Pass
DHARAMPUR,INC,1,4500000.0,4 Lac+,HIMACHAL PRADESH,Graduate Professional
SANGRUR,AAP,1,24000.0,0,PUNJAB,Graduate Professional
COLONELGANJ,BJP,1,120000000.0,2 Crore+,UTTAR PRADESH,Post Graduate
MANGAWAN (SC),BJP,0,5300000.0,0,MADHYA PRADESH,Graduate Professional
NAGTHAN (SC),INC,1,60000000.0,20 Lac+,KARNATAKA,12th Pass
KAMAN,BJP,0,200000.0,0,RAJASTHAN,Post Graduate
SANJARI BALOD,INC,0,50000000.0,54 Lac+,CHHATTISGARH,Graduate
PADERU,YSRCP,0,5600000.0,32 Lac+,ANDHRA PRADESH,Post Graduate
RITHALA,AAP,1,40000000.0,2 Lac+,DELHI,10th Pass
ANJAR,BJP,0,9900000.0,4 Lac+,GUJARAT,Graduate Professional
BANKIPUR,BJP,5,10000000.0,24 Thou+,BIHAR,12th Pass
YERRAGONDAPALEM,YSRCP,2,160000000.0,2 Crore+,ANDHRA PRADESH,Doctorate
NELLORE CITY,YSRCP,2,0.0,96 Lac+,ANDHRA PRADESH,Graduate Professional
SHORAPUR (ST),INC,6,230000000.0,79 Lac+,KARNATAKA,12th Pass
DHENKANAL,BJD,6,140000000.0,2 Crore+,ODISHA,8th Pass
BICHOLIM,IND,0,590000000.0,3 Crore+,GOA,Post Graduate
CALANGUTE,INC,3,920000000.0,28 Crore+,GOA,12th Pass
PETLAD,BJP,0,10000000.0,0,GUJARAT,Post Graduate
HARLAKHI,JD(U),0,7700000.0,0,BIHAR,Graduate
NATHAM,AIADMK,3,40000000.0,0,TAMIL NADU,Graduate
PALLADAM,AIADMK,0,0.0,1 Crore+,TAMIL NADU,10th Pass
AMRITPUR,BJP,0,20000000.0,31 Lac+,UTTAR PRADESH,12th Pass
JALGAON CITY,BJP,5,220000000.0,3 Crore+,MAHARASHTRA,Graduate
PALACODE,AIADMK,0,180000000.0,15 Crore+,TAMIL NADU,12th Pass
MALKAPUR,INC,2,10000000.0,32 Lac+,MAHARASHTRA,12th Pass
SOOTEA,BJP,1,100000000.0,1 Crore+,ASSAM,12th Pass
RAJOURI GARDEN,AAP,0,0.0,98 Lac+,DELHI,10th Pass
ZUNHEBOTO (ST),NDPP,0,0.0,0,NAGALAND,Post Graduate
PADRA,BJP,1,7000000.0,27 Thou+,GUJARAT,Graduate Professional
JABALPUR UTTAR,BJP,1,60000000.0,0,MADHYA PRADESH,Doctorate
ABHAYAPURI NORTH,INC,0,10000000.0,27 Lac+,ASSAM,Graduate Professional
MASKI (ST),INC,1,20000000.0,31 Lac+,KARNATAKA,10th Pass
VELACHERY,INC,5,110000000.0,0,TAMIL NADU,Post Graduate
PAITHAN,SHS,9,20000000.0,22 Lac+,MAHARASHTRA,10th Pass
AMRITSAR SOUTH,AAP,1,360000000.0,40 Lac+,PUNJAB,Post Graduate
UDAYAGIRI,YSRCP,0,180000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
JOBAT (ST),INC,2,40000000.0,75 Lac+,MADHYA PRADESH,Graduate
MANAVADAR,INC,0,9600000.0,3 Lac+,GUJARAT,12th Pass
BARH,BJP,1,40000000.0,27 Lac+,BIHAR,Graduate
DHARAMJAIGARH (ST),INC,0,10000000.0,93 Lac+,CHHATTISGARH,Post Graduate
SALIGAO,INC,1,40000000.0,1 Crore+,GOA,Graduate
THIRUMAYAM,DMK,23,0.0,9 Lac+,TAMIL NADU,Graduate Professional
SAUNSAR,INC,0,10000000.0,67 Lac+,MADHYA PRADESH,12th Pass
CHICKAMAGALUR,INC,0,60000000.0,2 Crore+,KARNATAKA,12th Pass
KAPASAN (SC),BJP,0,20000000.0,27 Lac+,RAJASTHAN,Post Graduate
DAMOH,BJP,1,390000000.0,47 Lac+,MADHYA PRADESH,Graduate Professional
CANACONA,BJP,1,10000000.0,40 Lac+,GOA,Graduate Professional
KUCHAIKOTE,JD(U),11,0.0,93 Lac+,BIHAR,12th Pass
KHIJRI (ST),INC,0,20000000.0,12 Lac+,JHARKHAND,Graduate
JANGIPUR,AITC,0,670000000.0,6 Crore+,WEST BENGAL,10th Pass
BIAORA,BJP,1,0.0,36 Lac+,MADHYA PRADESH,12th Pass
BANDWAN (ST),AITC,0,0.0,20 Lac+,WEST BENGAL,Graduate Professional
ALMORA,INC,0,20000000.0,0,UTTARAKHAND,Graduate
GHANAUR,AAP,0,20000000.0,25 Lac+,PUNJAB,12th Pass
BHATAR,AITC,11,4100000.0,90 Thou+,WEST BENGAL,12th Pass
AMBARNATH (SC),SHS,0,90000000.0,1 Crore+,MAHARASHTRA,Graduate Professional
ANGETYONGPANG (ST),NDPP,0,20000000.0,0,NAGALAND,Graduate
KUMARGRAM (ST),BJP,0,2600000.0,0,WEST BENGAL,Graduate Professional
ANAIKATTU,DMK,10,260000000.0,7 Crore+,TAMIL NADU,12th Pass
HAZARIBAGH,BJP,1,270000000.0,5 Crore+,JHARKHAND,Graduate
RAPAR,BJP,0,40000000.0,50 Lac+,GUJARAT,8th Pass
WADAKKANCHERY,CPI(M),10,4200000.0,0,KERALA,8th Pass
ICHHAWAR,BJP,0,0.0,23 Lac+,MADHYA PRADESH,12th Pass
BADURIA,AITC,1,4300000.0,0,WEST BENGAL,Post Graduate
MAJHGAON (ST),JMM,0,10000000.0,0,JHARKHAND,12th Pass
NARSINGPUR,BJP,0,80000000.0,1 Crore+,MADHYA PRADESH,Graduate Professional
GOSHAINGANJ,SP,10,60000000.0,36 Lac+,UTTAR PRADESH,Graduate
GOPALPUR,JD(U),3,0.0,0,BIHAR,Graduate
HARIPAD,INC,7,30000000.0,2 Crore+,KERALA,Graduate
MALIHABAD (SC),BJP,0,70000000.0,0,UTTAR PRADESH,Literate
BENAULIM,AAP,0,50000000.0,5 Lac+,GOA,Others
KHAMGAON,BJP,1,70000000.0,70 Lac+,MAHARASHTRA,Graduate Professional
AURAIYA (SC),BJP,0,1000000.0,0,UTTAR PRADESH,8th Pass
AMARWARA (ST),INC,0,160000000.0,3 Crore+,MADHYA PRADESH,10th Pass
JARMUNDI,INC,0,3400000.0,1 Lac+,JHARKHAND,12th Pass
TARANA (SC),INC,8,20000000.0,79 Lac+,MADHYA PRADESH,Post Graduate
PAWAI,BJP,3,5600000.0,10 Lac+,MADHYA PRADESH,8th Pass
HONNALI,INC,2,200000000.0,4 Crore+,KARNATAKA,8th Pass
HAWA MAHAL,BJP,2,7700000.0,20 Lac+,RAJASTHAN,Literate
KASTA (SC),BJP,0,10000000.0,4 Lac+,UTTAR PRADESH,Post Graduate
KASAULI (SC),INC,0,50000000.0,32 Lac+,HIMACHAL PRADESH,Graduate
SHAKUR BASTI,AAP,2,80000000.0,74 Lac+,DELHI,Graduate
KANUBARI,BJP,0,10000000.0,0,ARUNACHAL PRADESH,Graduate
VIJAYWADA WEST,YSRCP,2,100000000.0,2 Crore+,ANDHRA PRADESH,10th Pass
KARHAL,SP,1,400000000.0,43 Lac+,UTTAR PRADESH,Graduate Professional
GOTEGAON (SC),BJP,0,30000000.0,15 Lac+,MADHYA PRADESH,12th Pass
BILARA (SC),BJP,0,30000000.0,18 Lac+,RAJASTHAN,Others
DERA BABA NANAK,INC,0,50000000.0,15 Lac+,PUNJAB,12th Pass
VAISHALI NAGAR,BJP,2,0.0,7 Lac+,CHHATTISGARH,12th Pass
DHARAMPURI (ST),BJP,0,20000000.0,8 Lac+,MADHYA PRADESH,8th Pass
HOJAI,BJP,0,1600000.0,0,ASSAM,Post Graduate
KUNDAPUR,BJP,0,190000000.0,1 Crore+,KARNATAKA,Graduate
NAHAN,INC,2,10000000.0,0,HIMACHAL PRADESH,12th Pass
KUMBHALGARH,BJP,1,50000000.0,1 Crore+,RAJASTHAN,12th Pass
SIRSAGANJ,SP,0,20000000.0,45 Lac+,UTTAR PRADESH,12th Pass
LUNKARANSAR,BJP,0,30000000.0,7 Lac+,RAJASTHAN,Post Graduate
JAMJODHPUR,AAP,0,20000000.0,14 Lac+,GUJARAT,10th Pass
SALBONI,AITC,3,8200000.0,27 Lac+,WEST BENGAL,Graduate
VEKRAMGRTH (ST),NCP,2,8200000.0,55 Lac+,MAHARASHTRA,12th Pass
KOSLI,BJP,0,30000000.0,57 Lac+,HARYANA,10th Pass
CHIKITI,BJD,0,10000000.0,6 Lac+,ODISHA,10th Pass
PALASHIPARA,AITC,0,20000000.0,0,WEST BENGAL,Doctorate
TIRUVADANAI,INC,0,30000000.0,0,TAMIL NADU,Graduate Professional
SURUHUTO (ST),NCP,0,70000000.0,0,NAGALAND,Graduate
INDORE-5,BJP,0,70000000.0,1 Crore+,MADHYA PRADESH,Post Graduate
SONARPUR DAKSHIN,AITC,0,9000000.0,0,WEST BENGAL,Graduate
AKBARPUR,SP,4,10000000.0,0,UTTAR PRADESH,Graduate
BERI,INC,0,160000000.0,1 Crore+,HARYANA,Doctorate
PHULPUR,BJP,1,400000000.0,2 Crore+,UTTAR PRADESH,Post Graduate
SENDHWA (ST),INC,4,3900000.0,28 Lac+,MADHYA PRADESH,12th Pass
KENDRAPARA,BJD,0,10000000.0,1 Lac+,ODISHA,Graduate
PHALTAN (SC),NCP,1,8300000.0,69 Lac+,MAHARASHTRA,Post Graduate
PHOLAMBARI,BJP,3,250000000.0,1 Crore+,MAHARASHTRA,10th Pass
BHADAUR (SC),AAP,0,300000.0,0,PUNJAB,12th Pass
DIMAPUR-I,BJP,0,90000000.0,33 Lac+,NAGALAND,Graduate
CHIDAMBARAM,AIADMK,0,60000000.0,1 Crore+,TAMIL NADU,Post Graduate
PARCHUR,TDP,0,410000000.0,48 Lac+,ANDHRA PRADESH,Post Graduate
BELEGHATA,AITC,3,40000000.0,0,WEST BENGAL,Graduate
CHANDIPUR,BJP,0,40000000.0,50 Lac+,TRIPURA,12th Pass
JEYPORE,INC,13,20000000.0,20 Lac+,ODISHA,10th Pass
NANDED NORTH,SHS,2,10000000.0,50 Lac+,MAHARASHTRA,12th Pass
YESHWANTHAPURA,BJP,1,270000000.0,3 Crore+,KARNATAKA,Graduate
HARIRAMPUR,AITC,0,20000000.0,9 Lac+,WEST BENGAL,Graduate Professional
UTHANGARAI (SC),AIADMK,0,4500000.0,0,TAMIL NADU,10th Pass
VARACHHA ROAD,BJP,0,10000000.0,10 Lac+,GUJARAT,8th Pass
TALWANDI SABO,AAP,3,10000000.0,60 Thou+,PUNJAB,Post Graduate
SANIS (ST),NDPP,0,80000000.0,0,NAGALAND,Post Graduate
NIZAR (ST),BJP,0,4600000.0,1 Lac+,GUJARAT,Doctorate
